emotion,intensity,statement,repetition,actor,actor_name,file_name
calm,strong,02,01,male,actor_02,data/Actor_02/03-01-02-02-02-01-02.wav
happy,normal,02,02,male,actor_02,data/Actor_02/03-01-03-01-02-02-02.wav
happy,strong,01,02,male,actor_02,data/Actor_02/03-01-03-02-01-02-02.wav
calm,normal,02,01,female,actor_05,data/Actor_05/03-01-02-01-02-01-05.wav
neutral,normal,02,02,female,actor_05,data/Actor_05/03-01-01-01-02-02-05.wav
calm,strong,01,01,female,actor_05,data/Actor_05/03-01-02-02-01-01-05.wav
happy,normal,01,02,female,actor_05,data/Actor_05/03-01-03-01-01-02-05.wav
happy,strong,02,02,female,actor_05,data/Actor_05/03-01-03-02-02-02-05.wav
disgust,strong,02,01,female,actor_05,data/Actor_05/03-01-07-02-02-01-05.wav
sad,strong,02,02,female,actor_05,data/Actor_05/03-01-04-02-02-02-05.wav
sad,normal,01,02,female,actor_05,data/Actor_05/03-01-04-01-01-02-05.wav
disgust,normal,01,01,female,actor_05,data/Actor_05/03-01-07-01-01-01-05.wav
angry,strong,01,01,female,actor_05,data/Actor_05/03-01-05-02-01-01-05.wav
fearful,strong,01,02,female,actor_05,data/Actor_05/03-01-06-02-01-02-05.wav
fearful,normal,02,02,female,actor_05,data/Actor_05/03-01-06-01-02-02-05.wav
angry,normal,02,01,female,actor_05,data/Actor_05/03-01-05-01-02-01-05.wav
surprised,normal,01,01,female,actor_05,data/Actor_05/03-01-08-01-01-01-05.wav
surprised,strong,02,01,female,actor_05,data/Actor_05/03-01-08-02-02-01-05.wav
sad,strong,01,01,female,actor_05,data/Actor_05/03-01-04-02-01-01-05.wav
disgust,strong,01,02,female,actor_05,data/Actor_05/03-01-07-02-01-02-05.wav
disgust,normal,02,02,female,actor_05,data/Actor_05/03-01-07-01-02-02-05.wav
sad,normal,02,01,female,actor_05,data/Actor_05/03-01-04-01-02-01-05.wav
fearful,strong,02,01,female,actor_05,data/Actor_05/03-01-06-02-02-01-05.wav
angry,strong,02,02,female,actor_05,data/Actor_05/03-01-05-02-02-02-05.wav
angry,normal,01,02,female,actor_05,data/Actor_05/03-01-05-01-01-02-05.wav
fearful,normal,01,01,female,actor_05,data/Actor_05/03-01-06-01-01-01-05.wav
surprised,normal,02,02,female,actor_05,data/Actor_05/03-01-08-01-02-02-05.wav
surprised,strong,01,02,female,actor_05,data/Actor_05/03-01-08-02-01-02-05.wav
neutral,normal,01,01,female,actor_05,data/Actor_05/03-01-01-01-01-01-05.wav
calm,normal,01,02,female,actor_05,data/Actor_05/03-01-02-01-01-02-05.wav
calm,strong,02,02,female,actor_05,data/Actor_05/03-01-02-02-02-02-05.wav
happy,normal,02,01,female,actor_05,data/Actor_05/03-01-03-01-02-01-05.wav
happy,strong,01,01,female,actor_05,data/Actor_05/03-01-03-02-01-01-05.wav
angry,normal,02,02,female,actor_05,data/Actor_05/03-01-05-01-02-02-05.wav
fearful,normal,02,01,female,actor_05,data/Actor_05/03-01-06-01-02-01-05.wav
fearful,strong,01,01,female,actor_05,data/Actor_05/03-01-06-02-01-01-05.wav
angry,strong,01,02,female,actor_05,data/Actor_05/03-01-05-02-01-02-05.wav
disgust,normal,01,02,female,actor_05,data/Actor_05/03-01-07-01-01-02-05.wav
sad,normal,01,01,female,actor_05,data/Actor_05/03-01-04-01-01-01-05.wav
sad,strong,02,01,female,actor_05,data/Actor_05/03-01-04-02-02-01-05.wav
disgust,strong,02,02,female,actor_05,data/Actor_05/03-01-07-02-02-02-05.wav
surprised,strong,02,02,female,actor_05,data/Actor_05/03-01-08-02-02-02-05.wav
surprised,normal,01,02,female,actor_05,data/Actor_05/03-01-08-01-01-02-05.wav
happy,strong,02,01,female,actor_05,data/Actor_05/03-01-03-02-02-01-05.wav
happy,normal,01,01,female,actor_05,data/Actor_05/03-01-03-01-01-01-05.wav
calm,strong,01,02,female,actor_05,data/Actor_05/03-01-02-02-01-02-05.wav
neutral,normal,02,01,female,actor_05,data/Actor_05/03-01-01-01-02-01-05.wav
calm,normal,02,02,female,actor_05,data/Actor_05/03-01-02-01-02-02-05.wav
happy,strong,01,02,female,actor_05,data/Actor_05/03-01-03-02-01-02-05.wav
happy,normal,02,02,female,actor_05,data/Actor_05/03-01-03-01-02-02-05.wav
calm,strong,02,01,female,actor_05,data/Actor_05/03-01-02-02-02-01-05.wav
calm,normal,01,01,female,actor_05,data/Actor_05/03-01-02-01-01-01-05.wav
neutral,normal,01,02,female,actor_05,data/Actor_05/03-01-01-01-01-02-05.wav
fearful,normal,01,02,female,actor_05,data/Actor_05/03-01-06-01-01-02-05.wav
angry,normal,01,01,female,actor_05,data/Actor_05/03-01-05-01-01-01-05.wav
angry,strong,02,01,female,actor_05,data/Actor_05/03-01-05-02-02-01-05.wav
fearful,strong,02,02,female,actor_05,data/Actor_05/03-01-06-02-02-02-05.wav
sad,normal,02,02,female,actor_05,data/Actor_05/03-01-04-01-02-02-05.wav
disgust,normal,02,01,female,actor_05,data/Actor_05/03-01-07-01-02-01-05.wav
disgust,strong,01,01,female,actor_05,data/Actor_05/03-01-07-02-01-01-05.wav
sad,strong,01,02,female,actor_05,data/Actor_05/03-01-04-02-01-02-05.wav
surprised,strong,01,01,female,actor_05,data/Actor_05/03-01-08-02-01-01-05.wav
surprised,normal,02,01,female,actor_05,data/Actor_05/03-01-08-01-02-01-05.wav
calm,normal,02,01,male,actor_12,data/Actor_12/03-01-02-01-02-01-12.wav
neutral,normal,02,02,male,actor_12,data/Actor_12/03-01-01-01-02-02-12.wav
calm,strong,01,01,male,actor_12,data/Actor_12/03-01-02-02-01-01-12.wav
happy,normal,01,02,male,actor_12,data/Actor_12/03-01-03-01-01-02-12.wav
happy,strong,02,02,male,actor_12,data/Actor_12/03-01-03-02-02-02-12.wav
surprised,normal,01,01,male,actor_12,data/Actor_12/03-01-08-01-01-01-12.wav
surprised,strong,02,01,male,actor_12,data/Actor_12/03-01-08-02-02-01-12.wav
disgust,strong,02,01,male,actor_12,data/Actor_12/03-01-07-02-02-01-12.wav
sad,strong,02,02,male,actor_12,data/Actor_12/03-01-04-02-02-02-12.wav
sad,normal,01,02,male,actor_12,data/Actor_12/03-01-04-01-01-02-12.wav
disgust,normal,01,01,male,actor_12,data/Actor_12/03-01-07-01-01-01-12.wav
angry,strong,01,01,male,actor_12,data/Actor_12/03-01-05-02-01-01-12.wav
fearful,strong,01,02,male,actor_12,data/Actor_12/03-01-06-02-01-02-12.wav
fearful,normal,02,02,male,actor_12,data/Actor_12/03-01-06-01-02-02-12.wav
angry,normal,02,01,male,actor_12,data/Actor_12/03-01-05-01-02-01-12.wav
surprised,normal,02,02,male,actor_12,data/Actor_12/03-01-08-01-02-02-12.wav
surprised,strong,01,02,male,actor_12,data/Actor_12/03-01-08-02-01-02-12.wav
sad,strong,01,01,male,actor_12,data/Actor_12/03-01-04-02-01-01-12.wav
disgust,strong,01,02,male,actor_12,data/Actor_12/03-01-07-02-01-02-12.wav
disgust,normal,02,02,male,actor_12,data/Actor_12/03-01-07-01-02-02-12.wav
sad,normal,02,01,male,actor_12,data/Actor_12/03-01-04-01-02-01-12.wav
fearful,strong,02,01,male,actor_12,data/Actor_12/03-01-06-02-02-01-12.wav
angry,strong,02,02,male,actor_12,data/Actor_12/03-01-05-02-02-02-12.wav
angry,normal,01,02,male,actor_12,data/Actor_12/03-01-05-01-01-02-12.wav
fearful,normal,01,01,male,actor_12,data/Actor_12/03-01-06-01-01-01-12.wav
neutral,normal,01,01,male,actor_12,data/Actor_12/03-01-01-01-01-01-12.wav
calm,normal,01,02,male,actor_12,data/Actor_12/03-01-02-01-01-02-12.wav
calm,strong,02,02,male,actor_12,data/Actor_12/03-01-02-02-02-02-12.wav
happy,normal,02,01,male,actor_12,data/Actor_12/03-01-03-01-02-01-12.wav
happy,strong,01,01,male,actor_12,data/Actor_12/03-01-03-02-01-01-12.wav
surprised,strong,02,02,male,actor_12,data/Actor_12/03-01-08-02-02-02-12.wav
surprised,normal,01,02,male,actor_12,data/Actor_12/03-01-08-01-01-02-12.wav
angry,normal,02,02,male,actor_12,data/Actor_12/03-01-05-01-02-02-12.wav
fearful,normal,02,01,male,actor_12,data/Actor_12/03-01-06-01-02-01-12.wav
fearful,strong,01,01,male,actor_12,data/Actor_12/03-01-06-02-01-01-12.wav
angry,strong,01,02,male,actor_12,data/Actor_12/03-01-05-02-01-02-12.wav
disgust,normal,01,02,male,actor_12,data/Actor_12/03-01-07-01-01-02-12.wav
sad,normal,01,01,male,actor_12,data/Actor_12/03-01-04-01-01-01-12.wav
sad,strong,02,01,male,actor_12,data/Actor_12/03-01-04-02-02-01-12.wav
disgust,strong,02,02,male,actor_12,data/Actor_12/03-01-07-02-02-02-12.wav
happy,strong,02,01,male,actor_12,data/Actor_12/03-01-03-02-02-01-12.wav
happy,normal,01,01,male,actor_12,data/Actor_12/03-01-03-01-01-01-12.wav
calm,strong,01,02,male,actor_12,data/Actor_12/03-01-02-02-01-02-12.wav
neutral,normal,02,01,male,actor_12,data/Actor_12/03-01-01-01-02-01-12.wav
calm,normal,02,02,male,actor_12,data/Actor_12/03-01-02-01-02-02-12.wav
happy,strong,01,02,male,actor_12,data/Actor_12/03-01-03-02-01-02-12.wav
happy,normal,02,02,male,actor_12,data/Actor_12/03-01-03-01-02-02-12.wav
calm,strong,02,01,male,actor_12,data/Actor_12/03-01-02-02-02-01-12.wav
calm,normal,01,01,male,actor_12,data/Actor_12/03-01-02-01-01-01-12.wav
neutral,normal,01,02,male,actor_12,data/Actor_12/03-01-01-01-01-02-12.wav
surprised,strong,01,01,male,actor_12,data/Actor_12/03-01-08-02-01-01-12.wav
surprised,normal,02,01,male,actor_12,data/Actor_12/03-01-08-01-02-01-12.wav
fearful,normal,01,02,male,actor_12,data/Actor_12/03-01-06-01-01-02-12.wav
angry,normal,01,01,male,actor_12,data/Actor_12/03-01-05-01-01-01-12.wav
angry,strong,02,01,male,actor_12,data/Actor_12/03-01-05-02-02-01-12.wav
fearful,strong,02,02,male,actor_12,data/Actor_12/03-01-06-02-02-02-12.wav
sad,normal,02,02,male,actor_12,data/Actor_12/03-01-04-01-02-02-12.wav
disgust,normal,02,01,male,actor_12,data/Actor_12/03-01-07-01-02-01-12.wav
disgust,strong,01,01,male,actor_12,data/Actor_12/03-01-07-02-01-01-12.wav
sad,strong,01,02,male,actor_12,data/Actor_12/03-01-04-02-01-02-12.wav
surprised,strong,02,01,female,actor_15,data/Actor_15/03-01-08-02-02-01-15.wav
surprised,normal,01,01,female,actor_15,data/Actor_15/03-01-08-01-01-01-15.wav
fearful,normal,02,02,female,actor_15,data/Actor_15/03-01-06-01-02-02-15.wav
angry,normal,02,01,female,actor_15,data/Actor_15/03-01-05-01-02-01-15.wav
angry,strong,01,01,female,actor_15,data/Actor_15/03-01-05-02-01-01-15.wav
fearful,strong,01,02,female,actor_15,data/Actor_15/03-01-06-02-01-02-15.wav
sad,normal,01,02,female,actor_15,data/Actor_15/03-01-04-01-01-02-15.wav
disgust,normal,01,01,female,actor_15,data/Actor_15/03-01-07-01-01-01-15.wav
disgust,strong,02,01,female,actor_15,data/Actor_15/03-01-07-02-02-01-15.wav
sad,strong,02,02,female,actor_15,data/Actor_15/03-01-04-02-02-02-15.wav
happy,strong,02,02,female,actor_15,data/Actor_15/03-01-03-02-02-02-15.wav
happy,normal,01,02,female,actor_15,data/Actor_15/03-01-03-01-01-02-15.wav
calm,strong,01,01,female,actor_15,data/Actor_15/03-01-02-02-01-01-15.wav
calm,normal,02,01,female,actor_15,data/Actor_15/03-01-02-01-02-01-15.wav
neutral,normal,02,02,female,actor_15,data/Actor_15/03-01-01-01-02-02-15.wav
happy,strong,01,01,female,actor_15,data/Actor_15/03-01-03-02-01-01-15.wav
happy,normal,02,01,female,actor_15,data/Actor_15/03-01-03-01-02-01-15.wav
calm,strong,02,02,female,actor_15,data/Actor_15/03-01-02-02-02-02-15.wav
neutral,normal,01,01,female,actor_15,data/Actor_15/03-01-01-01-01-01-15.wav
calm,normal,01,02,female,actor_15,data/Actor_15/03-01-02-01-01-02-15.wav
surprised,strong,01,02,female,actor_15,data/Actor_15/03-01-08-02-01-02-15.wav
surprised,normal,02,02,female,actor_15,data/Actor_15/03-01-08-01-02-02-15.wav
angry,normal,01,02,female,actor_15,data/Actor_15/03-01-05-01-01-02-15.wav
fearful,normal,01,01,female,actor_15,data/Actor_15/03-01-06-01-01-01-15.wav
fearful,strong,02,01,female,actor_15,data/Actor_15/03-01-06-02-02-01-15.wav
angry,strong,02,02,female,actor_15,data/Actor_15/03-01-05-02-02-02-15.wav
disgust,normal,02,02,female,actor_15,data/Actor_15/03-01-07-01-02-02-15.wav
sad,normal,02,01,female,actor_15,data/Actor_15/03-01-04-01-02-01-15.wav
sad,strong,01,01,female,actor_15,data/Actor_15/03-01-04-02-01-01-15.wav
disgust,strong,01,02,female,actor_15,data/Actor_15/03-01-07-02-01-02-15.wav
neutral,normal,02,01,female,actor_15,data/Actor_15/03-01-01-01-02-01-15.wav
calm,normal,02,02,female,actor_15,data/Actor_15/03-01-02-01-02-02-15.wav
calm,strong,01,02,female,actor_15,data/Actor_15/03-01-02-02-01-02-15.wav
happy,normal,01,01,female,actor_15,data/Actor_15/03-01-03-01-01-01-15.wav
happy,strong,02,01,female,actor_15,data/Actor_15/03-01-03-02-02-01-15.wav
surprised,normal,01,02,female,actor_15,data/Actor_15/03-01-08-01-01-02-15.wav
surprised,strong,02,02,female,actor_15,data/Actor_15/03-01-08-02-02-02-15.wav
sad,strong,02,01,female,actor_15,data/Actor_15/03-01-04-02-02-01-15.wav
disgust,strong,02,02,female,actor_15,data/Actor_15/03-01-07-02-02-02-15.wav
disgust,normal,01,02,female,actor_15,data/Actor_15/03-01-07-01-01-02-15.wav
sad,normal,01,01,female,actor_15,data/Actor_15/03-01-04-01-01-01-15.wav
fearful,strong,01,01,female,actor_15,data/Actor_15/03-01-06-02-01-01-15.wav
angry,strong,01,02,female,actor_15,data/Actor_15/03-01-05-02-01-02-15.wav
angry,normal,02,02,female,actor_15,data/Actor_15/03-01-05-01-02-02-15.wav
fearful,normal,02,01,female,actor_15,data/Actor_15/03-01-06-01-02-01-15.wav
surprised,normal,02,01,female,actor_15,data/Actor_15/03-01-08-01-02-01-15.wav
surprised,strong,01,01,female,actor_15,data/Actor_15/03-01-08-02-01-01-15.wav
disgust,strong,01,01,female,actor_15,data/Actor_15/03-01-07-02-01-01-15.wav
sad,strong,01,02,female,actor_15,data/Actor_15/03-01-04-02-01-02-15.wav
sad,normal,02,02,female,actor_15,data/Actor_15/03-01-04-01-02-02-15.wav
disgust,normal,02,01,female,actor_15,data/Actor_15/03-01-07-01-02-01-15.wav
angry,strong,02,01,female,actor_15,data/Actor_15/03-01-05-02-02-01-15.wav
fearful,strong,02,02,female,actor_15,data/Actor_15/03-01-06-02-02-02-15.wav
fearful,normal,01,02,female,actor_15,data/Actor_15/03-01-06-01-01-02-15.wav
angry,normal,01,01,female,actor_15,data/Actor_15/03-01-05-01-01-01-15.wav
calm,normal,01,01,female,actor_15,data/Actor_15/03-01-02-01-01-01-15.wav
neutral,normal,01,02,female,actor_15,data/Actor_15/03-01-01-01-01-02-15.wav
calm,strong,02,01,female,actor_15,data/Actor_15/03-01-02-02-02-01-15.wav
happy,normal,02,02,female,actor_15,data/Actor_15/03-01-03-01-02-02-15.wav
happy,strong,01,02,female,actor_15,data/Actor_15/03-01-03-02-01-02-15.wav
disgust,strong,01,01,female,actor_23,data/Actor_23/03-01-07-02-01-01-23.wav
sad,strong,01,02,female,actor_23,data/Actor_23/03-01-04-02-01-02-23.wav
sad,normal,02,02,female,actor_23,data/Actor_23/03-01-04-01-02-02-23.wav
disgust,normal,02,01,female,actor_23,data/Actor_23/03-01-07-01-02-01-23.wav
angry,strong,02,01,female,actor_23,data/Actor_23/03-01-05-02-02-01-23.wav
fearful,strong,02,02,female,actor_23,data/Actor_23/03-01-06-02-02-02-23.wav
fearful,normal,01,02,female,actor_23,data/Actor_23/03-01-06-01-01-02-23.wav
angry,normal,01,01,female,actor_23,data/Actor_23/03-01-05-01-01-01-23.wav
surprised,normal,02,01,female,actor_23,data/Actor_23/03-01-08-01-02-01-23.wav
surprised,strong,01,01,female,actor_23,data/Actor_23/03-01-08-02-01-01-23.wav
calm,normal,01,01,female,actor_23,data/Actor_23/03-01-02-01-01-01-23.wav
neutral,normal,01,02,female,actor_23,data/Actor_23/03-01-01-01-01-02-23.wav
calm,strong,02,01,female,actor_23,data/Actor_23/03-01-02-02-02-01-23.wav
happy,normal,02,02,female,actor_23,data/Actor_23/03-01-03-01-02-02-23.wav
happy,strong,01,02,female,actor_23,data/Actor_23/03-01-03-02-01-02-23.wav
neutral,normal,02,01,female,actor_23,data/Actor_23/03-01-01-01-02-01-23.wav
calm,normal,02,02,female,actor_23,data/Actor_23/03-01-02-01-02-02-23.wav
calm,strong,01,02,female,actor_23,data/Actor_23/03-01-02-02-01-02-23.wav
happy,normal,01,01,female,actor_23,data/Actor_23/03-01-03-01-01-01-23.wav
happy,strong,02,01,female,actor_23,data/Actor_23/03-01-03-02-02-01-23.wav
sad,strong,02,01,female,actor_23,data/Actor_23/03-01-04-02-02-01-23.wav
disgust,strong,02,02,female,actor_23,data/Actor_23/03-01-07-02-02-02-23.wav
disgust,normal,01,02,female,actor_23,data/Actor_23/03-01-07-01-01-02-23.wav
sad,normal,01,01,female,actor_23,data/Actor_23/03-01-04-01-01-01-23.wav
fearful,strong,01,01,female,actor_23,data/Actor_23/03-01-06-02-01-01-23.wav
angry,strong,01,02,female,actor_23,data/Actor_23/03-01-05-02-01-02-23.wav
angry,normal,02,02,female,actor_23,data/Actor_23/03-01-05-01-02-02-23.wav
fearful,normal,02,01,female,actor_23,data/Actor_23/03-01-06-01-02-01-23.wav
surprised,normal,01,02,female,actor_23,data/Actor_23/03-01-08-01-01-02-23.wav
surprised,strong,02,02,female,actor_23,data/Actor_23/03-01-08-02-02-02-23.wav
happy,strong,01,01,female,actor_23,data/Actor_23/03-01-03-02-01-01-23.wav
happy,normal,02,01,female,actor_23,data/Actor_23/03-01-03-01-02-01-23.wav
calm,strong,02,02,female,actor_23,data/Actor_23/03-01-02-02-02-02-23.wav
neutral,normal,01,01,female,actor_23,data/Actor_23/03-01-01-01-01-01-23.wav
calm,normal,01,02,female,actor_23,data/Actor_23/03-01-02-01-01-02-23.wav
angry,normal,01,02,female,actor_23,data/Actor_23/03-01-05-01-01-02-23.wav
fearful,normal,01,01,female,actor_23,data/Actor_23/03-01-06-01-01-01-23.wav
fearful,strong,02,01,female,actor_23,data/Actor_23/03-01-06-02-02-01-23.wav
angry,strong,02,02,female,actor_23,data/Actor_23/03-01-05-02-02-02-23.wav
disgust,normal,02,02,female,actor_23,data/Actor_23/03-01-07-01-02-02-23.wav
sad,normal,02,01,female,actor_23,data/Actor_23/03-01-04-01-02-01-23.wav
sad,strong,01,01,female,actor_23,data/Actor_23/03-01-04-02-01-01-23.wav
disgust,strong,01,02,female,actor_23,data/Actor_23/03-01-07-02-01-02-23.wav
surprised,strong,01,02,female,actor_23,data/Actor_23/03-01-08-02-01-02-23.wav
surprised,normal,02,02,female,actor_23,data/Actor_23/03-01-08-01-02-02-23.wav
fearful,normal,02,02,female,actor_23,data/Actor_23/03-01-06-01-02-02-23.wav
angry,normal,02,01,female,actor_23,data/Actor_23/03-01-05-01-02-01-23.wav
angry,strong,01,01,female,actor_23,data/Actor_23/03-01-05-02-01-01-23.wav
fearful,strong,01,02,female,actor_23,data/Actor_23/03-01-06-02-01-02-23.wav
sad,normal,01,02,female,actor_23,data/Actor_23/03-01-04-01-01-02-23.wav
disgust,normal,01,01,female,actor_23,data/Actor_23/03-01-07-01-01-01-23.wav
disgust,strong,02,01,female,actor_23,data/Actor_23/03-01-07-02-02-01-23.wav
sad,strong,02,02,female,actor_23,data/Actor_23/03-01-04-02-02-02-23.wav
surprised,strong,02,01,female,actor_23,data/Actor_23/03-01-08-02-02-01-23.wav
surprised,normal,01,01,female,actor_23,data/Actor_23/03-01-08-01-01-01-23.wav
happy,strong,02,02,female,actor_23,data/Actor_23/03-01-03-02-02-02-23.wav
happy,normal,01,02,female,actor_23,data/Actor_23/03-01-03-01-01-02-23.wav
calm,strong,01,01,female,actor_23,data/Actor_23/03-01-02-02-01-01-23.wav
calm,normal,02,01,female,actor_23,data/Actor_23/03-01-02-01-02-01-23.wav
neutral,normal,02,02,female,actor_23,data/Actor_23/03-01-01-01-02-02-23.wav
happy,strong,01,02,male,actor_24,data/Actor_24/03-01-03-02-01-02-24.wav
happy,normal,02,02,male,actor_24,data/Actor_24/03-01-03-01-02-02-24.wav
calm,strong,02,01,male,actor_24,data/Actor_24/03-01-02-02-02-01-24.wav
calm,normal,01,01,male,actor_24,data/Actor_24/03-01-02-01-01-01-24.wav
neutral,normal,01,02,male,actor_24,data/Actor_24/03-01-01-01-01-02-24.wav
fearful,normal,01,02,male,actor_24,data/Actor_24/03-01-06-01-01-02-24.wav
angry,normal,01,01,male,actor_24,data/Actor_24/03-01-05-01-01-01-24.wav
angry,strong,02,01,male,actor_24,data/Actor_24/03-01-05-02-02-01-24.wav
fearful,strong,02,02,male,actor_24,data/Actor_24/03-01-06-02-02-02-24.wav
sad,normal,02,02,male,actor_24,data/Actor_24/03-01-04-01-02-02-24.wav
disgust,normal,02,01,male,actor_24,data/Actor_24/03-01-07-01-02-01-24.wav
disgust,strong,01,01,male,actor_24,data/Actor_24/03-01-07-02-01-01-24.wav
sad,strong,01,02,male,actor_24,data/Actor_24/03-01-04-02-01-02-24.wav
surprised,strong,01,01,male,actor_24,data/Actor_24/03-01-08-02-01-01-24.wav
surprised,normal,02,01,male,actor_24,data/Actor_24/03-01-08-01-02-01-24.wav
angry,normal,02,02,male,actor_24,data/Actor_24/03-01-05-01-02-02-24.wav
fearful,normal,02,01,male,actor_24,data/Actor_24/03-01-06-01-02-01-24.wav
fearful,strong,01,01,male,actor_24,data/Actor_24/03-01-06-02-01-01-24.wav
angry,strong,01,02,male,actor_24,data/Actor_24/03-01-05-02-01-02-24.wav
disgust,normal,01,02,male,actor_24,data/Actor_24/03-01-07-01-01-02-24.wav
sad,normal,01,01,male,actor_24,data/Actor_24/03-01-04-01-01-01-24.wav
sad,strong,02,01,male,actor_24,data/Actor_24/03-01-04-02-02-01-24.wav
disgust,strong,02,02,male,actor_24,data/Actor_24/03-01-07-02-02-02-24.wav
surprised,strong,02,02,male,actor_24,data/Actor_24/03-01-08-02-02-02-24.wav
surprised,normal,01,02,male,actor_24,data/Actor_24/03-01-08-01-01-02-24.wav
happy,strong,02,01,male,actor_24,data/Actor_24/03-01-03-02-02-01-24.wav
happy,normal,01,01,male,actor_24,data/Actor_24/03-01-03-01-01-01-24.wav
calm,strong,01,02,male,actor_24,data/Actor_24/03-01-02-02-01-02-24.wav
neutral,normal,02,01,male,actor_24,data/Actor_24/03-01-01-01-02-01-24.wav
calm,normal,02,02,male,actor_24,data/Actor_24/03-01-02-01-02-02-24.wav
sad,strong,01,01,male,actor_24,data/Actor_24/03-01-04-02-01-01-24.wav
disgust,strong,01,02,male,actor_24,data/Actor_24/03-01-07-02-01-02-24.wav
disgust,normal,02,02,male,actor_24,data/Actor_24/03-01-07-01-02-02-24.wav
sad,normal,02,01,male,actor_24,data/Actor_24/03-01-04-01-02-01-24.wav
fearful,strong,02,01,male,actor_24,data/Actor_24/03-01-06-02-02-01-24.wav
angry,strong,02,02,male,actor_24,data/Actor_24/03-01-05-02-02-02-24.wav
angry,normal,01,02,male,actor_24,data/Actor_24/03-01-05-01-01-02-24.wav
fearful,normal,01,01,male,actor_24,data/Actor_24/03-01-06-01-01-01-24.wav
surprised,normal,02,02,male,actor_24,data/Actor_24/03-01-08-01-02-02-24.wav
surprised,strong,01,02,male,actor_24,data/Actor_24/03-01-08-02-01-02-24.wav
neutral,normal,01,01,male,actor_24,data/Actor_24/03-01-01-01-01-01-24.wav
calm,normal,01,02,male,actor_24,data/Actor_24/03-01-02-01-01-02-24.wav
calm,strong,02,02,male,actor_24,data/Actor_24/03-01-02-02-02-02-24.wav
happy,normal,02,01,male,actor_24,data/Actor_24/03-01-03-01-02-01-24.wav
happy,strong,01,01,male,actor_24,data/Actor_24/03-01-03-02-01-01-24.wav
calm,normal,02,01,male,actor_24,data/Actor_24/03-01-02-01-02-01-24.wav
neutral,normal,02,02,male,actor_24,data/Actor_24/03-01-01-01-02-02-24.wav
calm,strong,01,01,male,actor_24,data/Actor_24/03-01-02-02-01-01-24.wav
happy,normal,01,02,male,actor_24,data/Actor_24/03-01-03-01-01-02-24.wav
happy,strong,02,02,male,actor_24,data/Actor_24/03-01-03-02-02-02-24.wav
disgust,strong,02,01,male,actor_24,data/Actor_24/03-01-07-02-02-01-24.wav
sad,strong,02,02,male,actor_24,data/Actor_24/03-01-04-02-02-02-24.wav
sad,normal,01,02,male,actor_24,data/Actor_24/03-01-04-01-01-02-24.wav
disgust,normal,01,01,male,actor_24,data/Actor_24/03-01-07-01-01-01-24.wav
angry,strong,01,01,male,actor_24,data/Actor_24/03-01-05-02-01-01-24.wav
fearful,strong,01,02,male,actor_24,data/Actor_24/03-01-06-02-01-02-24.wav
fearful,normal,02,02,male,actor_24,data/Actor_24/03-01-06-01-02-02-24.wav
angry,normal,02,01,male,actor_24,data/Actor_24/03-01-05-01-02-01-24.wav
surprised,normal,01,01,male,actor_24,data/Actor_24/03-01-08-01-01-01-24.wav
surprised,strong,02,01,male,actor_24,data/Actor_24/03-01-08-02-02-01-24.wav
angry,normal,01,01,male,actor_22,data/Actor_22/03-01-05-01-01-01-22.wav
fearful,normal,01,02,male,actor_22,data/Actor_22/03-01-06-01-01-02-22.wav
fearful,strong,02,02,male,actor_22,data/Actor_22/03-01-06-02-02-02-22.wav
angry,strong,02,01,male,actor_22,data/Actor_22/03-01-05-02-02-01-22.wav
disgust,normal,02,01,male,actor_22,data/Actor_22/03-01-07-01-02-01-22.wav
sad,normal,02,02,male,actor_22,data/Actor_22/03-01-04-01-02-02-22.wav
sad,strong,01,02,male,actor_22,data/Actor_22/03-01-04-02-01-02-22.wav
disgust,strong,01,01,male,actor_22,data/Actor_22/03-01-07-02-01-01-22.wav
surprised,strong,01,01,male,actor_22,data/Actor_22/03-01-08-02-01-01-22.wav
surprised,normal,02,01,male,actor_22,data/Actor_22/03-01-08-01-02-01-22.wav
happy,strong,01,02,male,actor_22,data/Actor_22/03-01-03-02-01-02-22.wav
happy,normal,02,02,male,actor_22,data/Actor_22/03-01-03-01-02-02-22.wav
calm,strong,02,01,male,actor_22,data/Actor_22/03-01-02-02-02-01-22.wav
neutral,normal,01,02,male,actor_22,data/Actor_22/03-01-01-01-01-02-22.wav
calm,normal,01,01,male,actor_22,data/Actor_22/03-01-02-01-01-01-22.wav
happy,strong,02,01,male,actor_22,data/Actor_22/03-01-03-02-02-01-22.wav
happy,normal,01,01,male,actor_22,data/Actor_22/03-01-03-01-01-01-22.wav
calm,strong,01,02,male,actor_22,data/Actor_22/03-01-02-02-01-02-22.wav
calm,normal,02,02,male,actor_22,data/Actor_22/03-01-02-01-02-02-22.wav
neutral,normal,02,01,male,actor_22,data/Actor_22/03-01-01-01-02-01-22.wav
fearful,normal,02,01,male,actor_22,data/Actor_22/03-01-06-01-02-01-22.wav
angry,normal,02,02,male,actor_22,data/Actor_22/03-01-05-01-02-02-22.wav
angry,strong,01,02,male,actor_22,data/Actor_22/03-01-05-02-01-02-22.wav
fearful,strong,01,01,male,actor_22,data/Actor_22/03-01-06-02-01-01-22.wav
sad,normal,01,01,male,actor_22,data/Actor_22/03-01-04-01-01-01-22.wav
disgust,normal,01,02,male,actor_22,data/Actor_22/03-01-07-01-01-02-22.wav
